id,date,text,label,has_media,forwarded_from
50,2025-04-10T21:21:42,"Пpиветcтвyю, y мeня ecть мaтepиaл пo тopгoвлe, инвecтициям, кpиптoвaлютaм и нeдвижимocти, кoтopый дo cиx пop ocтaeтcя aктyaльным. Я peкoмeндyю эти pecypcы вceм, ктo xoчeт нaчaть, a тaкжe тeм, ктo yжe paбoтaeт в этиx oблacтяx и xoчeт pacшиpить cвoи знaния. Ecли кoмy-тo нyжнo, c paдocтью пoдeлюcь бecплaтнo",spam,0,1
51,2025-04-10T21:40:49,"Водительские права без экзаменов и автошколы. Все категории, восстановление, медсправки. Быстро, надёжно, оплата после получения!",spam,0,0
52,2025-04-11T17:38:43,"Если вам интересно зарабатывать в крипте с надёжной компанией — пишите!
⚡️ Мы — официальный брокер, сотрудничающий напрямую с крупнейшей мировой криптовалютной биржей Binance.
💰 Работаете через свой кошелёк, деньги не нужно никуда переводить.
🔏 Полный контроль остаётся у вас, а мы обеспечиваем стратегию и техническую поддержку.

📩  Хотите подробности? Напишите мне в ЛС!",spam,0,0
53,2025-04-11T22:27:58,"Добрый день!
Предлагаем рассмотреть сотрудничество с международным брокером — партнёром одной из ведущих криптоплатформ мира, Binance.

📌 Работа строится на полной автономии клиента:
— только через личные кошельки, без передачи активов;
— гибкое и быстрое подключение сервисов.

Мы предлагаем решения как для частных инвесторов, так и для профессиональных команд.

📩 Для консультации и деталей — напишите в личные сообщения.",spam,0,0
54,2025-04-11T22:27:58,"Добрый день!
Предлагаем рассмотреть сотрудничество с международным брокером — партнёром одной из ведущих криптоплатформ мира, Binance.

📌 Работа строится на полной автономии клиента:
— только через личные кошельки, без передачи активов;
— гибкое и быстрое подключение сервисов.

Мы предлагаем решения как для частных инвесторов, так и для профессиональных команд.

📩 Для консультации и деталей — напишите в личные сообщения.",spam,0,0
55,2025-04-15T21:02:11,"3дpaвcтвyйтe, ecть пoлeзныe мaтepиaлы пo кpиптoвaлютaм, инвecтициям и тpeйдингy, кoтoрыe мoгyт быть интepecны для дaльнeйшeгo изyчeния. Гoтoв пoдeлитьcя ими бeзвoзмeзднo.",spam,0,1
56,2025-04-16T09:22:30,"Криптотрейдинг без просадок капитала — реальность, а не миф
Так вы торгуете самостоятельно:
🚩 Анализируете экономические показатели и политические факторы
🚩 Постоянно контролируете рынок криптовалюты
🚩 Из-за высокой волатильности часто получаете убытки
🚩 На эмоциях принимаете опрометчивые решения
А так за вас торгует алгоритм AI NATA от MacrosMatic:
✅ Анализирует рынок и прогнозирует движения цены на 3 часа вперед
✅ 24/7 автоматически торгует во всех часовых поясах
✅ Выставляет стоп-лоссы и входит в сделку с 10% от депозита
✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц
Компания MacrosMatic работает по лицензии Национального банка Грузии, а торговый алгоритм AI NATA — на трех нейросетях. 
Вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал.
Жмите сюда  ➡️  https://t.me/chernyshevdv87 — и узнайте все подробности!

​ ​ ​ ​ ​",spam,0,0
57,2025-04-16T09:22:30,"Криптотрейдинг без просадок капитала — реальность, а не миф
Так вы торгуете самостоятельно:
🚩 Анализируете экономические показатели и политические факторы
🚩 Постоянно контролируете рынок криптовалюты
🚩 Из-за высокой волатильности часто получаете убытки
🚩 На эмоциях принимаете опрометчивые решения
А так за вас торгует алгоритм AI NATA от MacrosMatic:
✅ Анализирует рынок и прогнозирует движения цены на 3 часа вперед
✅ 24/7 автоматически торгует во всех часовых поясах
✅ Выставляет стоп-лоссы и входит в сделку с 10% от депозита
✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц
Компания MacrosMatic работает по лицензии Национального банка Грузии, а торговый алгоритм AI NATA — на трех нейросетях. 
Вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал.
Жмите сюда  ➡️  https://t.me/chernyshevdv87 — и узнайте все подробности!

​ ​ ​ ​ ​",spam,0,0
58,2025-04-16T09:22:30,"Криптотрейдинг без просадок капитала — реальность, а не миф
Так вы торгуете самостоятельно:
🚩 Анализируете экономические показатели и политические факторы
🚩 Постоянно контролируете рынок криптовалюты
🚩 Из-за высокой волатильности часто получаете убытки
🚩 На эмоциях принимаете опрометчивые решения
А так за вас торгует алгоритм AI NATA от MacrosMatic:
✅ Анализирует рынок и прогнозирует движения цены на 3 часа вперед
✅ 24/7 автоматически торгует во всех часовых поясах
✅ Выставляет стоп-лоссы и входит в сделку с 10% от депозита
✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц
Компания MacrosMatic работает по лицензии Национального банка Грузии, а торговый алгоритм AI NATA — на трех нейросетях. 
Вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал.
Жмите сюда  ➡️  https://t.me/chernyshevdv87 — и узнайте все подробности!

​ ​ ​ ​ ​",spam,0,0
59,2025-04-16T09:22:30,"Криптотрейдинг без просадок капитала — реальность, а не миф
Так вы торгуете самостоятельно:
🚩 Анализируете экономические показатели и политические факторы
🚩 Постоянно контролируете рынок криптовалюты
🚩 Из-за высокой волатильности часто получаете убытки
🚩 На эмоциях принимаете опрометчивые решения
А так за вас торгует алгоритм AI NATA от MacrosMatic:
✅ Анализирует рынок и прогнозирует движения цены на 3 часа вперед
✅ 24/7 автоматически торгует во всех часовых поясах
✅ Выставляет стоп-лоссы и входит в сделку с 10% от депозита
✅ 76–82% сделок завершает с прибылью и средним доходом 15,69% в месяц
Компания MacrosMatic работает по лицензии Национального банка Грузии, а торговый алгоритм AI NATA — на трех нейросетях. 
Вам нужно просто зарегистрироваться в приложении, пополнить депозит от 500$ и наблюдать, как растет ваш капитал.
Жмите сюда  ➡️  https://t.me/chernyshevdv87 — и узнайте все подробности!

​ ​ ​ ​ ​",spam,0,0
60,2025-04-16T21:12:42,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵

💡 BCEX OБУЧAEM C HУЛЯ

📈 ДOXOД 👾👾👾—👾👾👾💲 EЖEДHEBHO, HO MOЖHO И БOЛЬШE

2️⃣5️⃣➕🔥🔥🔥

🔸🔸🔸🔸🔸  @USERNAME_REDACTED",spam,0,1
61,2025-04-16T21:12:42,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵

💡 BCEX OБУЧAEM C HУЛЯ

📈 ДOXOД 👾👾👾—👾👾👾💲 EЖEДHEBHO, HO MOЖHO И БOЛЬШE

2️⃣5️⃣➕🔥🔥🔥

🔸🔸🔸🔸🔸  @USERNAME_REDACTED",spam,0,1
62,2025-04-16T21:12:42,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵

💡 BCEX OБУЧAEM C HУЛЯ

📈 ДOXOД 👾👾👾—👾👾👾💲 EЖEДHEBHO, HO MOЖHO И БOЛЬШE

2️⃣5️⃣➕🔥🔥🔥

🔸🔸🔸🔸🔸  @USERNAME_REDACTED",spam,0,1
63,2025-04-16T21:12:42,"❗️❗️❗️❗️❗️❗️❗️❗️

💵ИЩEM ПАРТНЕРОВ B CФEPУ ЗAPAБOTKA HA TPEЙДИHГE KPИПTOBAЛЮTЫ 💵

💡 BCEX OБУЧAEM C HУЛЯ

📈 ДOXOД 👾👾👾—👾👾👾💲 EЖEДHEBHO, HO MOЖHO И БOЛЬШE

2️⃣5️⃣➕🔥🔥🔥

🔸🔸🔸🔸🔸  @USERNAME_REDACTED",spam,0,1
64,2025-04-17T18:07:49,"Приветики!
Не в тему, но просто поделюсь — вдруг пригодится. Недавно получала права через автошколу, всё прошло спокойно, без всяких проблем.
Оформили быстро, с документами порядок.
Если кому нужно — пишите, скажу, куда обращаться.",spam,0,1
65,2025-04-17T20:53:59,"🔤🔤🔤🔤🔤🔤
Лaгaльный дoxoд на официальных кpиптo-биржах.

Oпыт не требуется, только несколько часов в дeнь.
Актуальную информацию и oбyчeниe предоставляю взамен долю от доxода - договoримся.
Сотрyдничecтво выгодное, без стaвок и каких-либо риcков.

Подробности можно узнать написав мне 👌",spam,0,1
66,2025-04-21T16:25:37,Срочно требуются 2 человека. Заработок от 16 тыс.рублей в день.Удаленка.Подробности в ЛС,spam,0,0
67,2025-04-30T08:35:23,"Лучшая тапалка в ТГ, всего за 15 минут можно натапать 2$, проверь сам 👉 https://t.me/Farmfi_mbot?start=[PHONE_REDACTED]

​ ​ ​ ​ ​",spam,0,1
68,2025-04-30T19:57:01,"Мой телефон — мой офис, а профит идёт каждый день!
Официально! Хочешь так же? Пиши ""хочу""",spam,0,0
69,2025-04-30T22:24:36,"Удалёнка на своих условиях.  
От $110 в день.  
Набор открыт до вечера",spam,0,0
70,2025-05-03T11:24:51,"⁢⁢y⁢⁢o⁢⁢ ⁢⁢t⁢⁢r⁢⁢u⁢⁢m⁢⁢p⁢⁢ ⁢⁢l⁢⁢a⁢⁢u⁢⁢n⁢⁢c⁢⁢h⁢⁢ ⁢⁢⁢⁢n⁢⁢f⁢⁢t⁢⁢ ⁢⁢c⁢⁢o⁢⁢l⁢⁢l⁢⁢e⁢⁢c⁢⁢t⁢⁢i⁢⁢o⁢⁢n⁢⁢ ⁢⁢o⁢⁢n⁢⁢ ⁢⁢o⁢⁢p⁢⁢e⁢⁢n⁢⁢s⁢⁢e⁢⁢a⁢⁢,⁢⁢ ⁢⁢a⁢⁢l⁢⁢m⁢⁢o⁢⁢s⁢⁢t⁢⁢ ⁢⁢s⁢⁢o⁢⁢l⁢⁢d⁢⁢ ⁢⁢o⁢⁢u⁢⁢t⁢⁢ ⁢⁢b⁢⁢u⁢⁢t⁢⁢ ⁢⁢i⁢⁢f⁢⁢ ⁢⁢y⁢⁢o⁢⁢u⁢⁢ ⁢⁢w⁢⁢a⁢⁢n⁢⁢t⁢⁢ ⁢⁢c⁢⁢h⁢⁢e⁢⁢c⁢⁢k⁢⁢ ⁢⁢i⁢⁢t⁢⁢ ⁢⁢o⁢⁢u⁢⁢t⁢⁢⁢⁢ https://opensea.io/collection/trumpflex/overview",spam,0,1
71,2025-05-05T16:25:36,"Внимание!Есть вакантные места в закрытую команду, удалённо. Без опыта — не проблема. Хочешь попробовать? Пиши + в лс.",spam,0,0
72,2025-05-10T16:21:06,⁢⁢⁢h⁢⁢⁢u⁢⁢⁢r⁢⁢⁢r⁢⁢⁢y⁢⁢⁢ ⁢⁢⁢u⁢⁢⁢p⁢⁢⁢ ⁢⁢⁢f⁢⁢⁢r⁢⁢⁢e⁢⁢⁢e⁢⁢⁢ ⁢⁢⁢c⁢⁢⁢l⁢⁢⁢a⁢⁢⁢i⁢⁢⁢m⁢⁢⁢ ⁢⁢⁢N⁢⁢⁢F⁢⁢⁢T⁢⁢⁢ https://kyubi.world/,spam,0,0
73,2025-05-11T16:55:14,"he⁢a⁢rd ⁢the⁢y w⁢ere ⁢gi⁢vi⁢ng o⁢ut N⁢⁢F⁢⁢⁢T⁢s⁢ f⁢o⁢r⁢ f⁢r⁢⁢e⁢e, s⁢⁢o ⁢I g⁢o⁢t o⁢ne too https://grokis.world/",spam,0,1
74,2025-05-11T17:49:11,"he⁢a⁢rd ⁢the⁢y w⁢ere ⁢gi⁢vi⁢ng o⁢ut N⁢⁢F⁢⁢⁢T⁢s⁢ f⁢o⁢r⁢ f⁢r⁢⁢e⁢e, s⁢⁢o ⁢I g⁢o⁢t o⁢ne too https://grokis.world/",spam,0,1
75,2025-05-13T16:12:56,⁢⁢지⁢⁢금⁢ ⁢무⁢료⁢⁢ ⁢코⁢⁢인⁢⁢ ⁢받⁢⁢아⁢⁢가⁢⁢요⁢⁢ https://mlef.world/,spam,0,0
76,2025-05-13T23:22:37,"🏐Рассылка по  300 к чатам🏐
ПОТОК КЛИЕНТОВ БЕЗ ЛИШНИХ УСИЛИЙ
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴

❕Заливаем целевую аудиторию в группы/чаты/каналы или рассылка по целевой, активной аудитории

                             ⬇️⬇️⬇️⬇️⬇️⬇️
Пиши сюда😞@USERNAME_REDACTED

❗️❗️❗️❗️❗️
🟡 Автоматическая реклама 24/7
❤️ Привлекаем клиентов в любое время дня и ночи
💟 Охват вашей аудитории без переплаты по 300 к чатов

🤩🤩🤩🤩
⚡️ Реальные и активные пользователи
⚡️ Ниши: ПРАВА, ШОПЫ, 
       🔠🔠🔠🔠🔠🔠 и  другие
⚡️ Помощь в составлении текста


ПИШИ ""ХОЧУ""🟣@USERNAME_REDACTED",spam,0,1
77,2025-05-13T23:22:37,"🏐Рассылка по  300 к чатам🏐
ПОТОК КЛИЕНТОВ БЕЗ ЛИШНИХ УСИЛИЙ
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴

❕Заливаем целевую аудиторию в группы/чаты/каналы или рассылка по целевой, активной аудитории

                             ⬇️⬇️⬇️⬇️⬇️⬇️
Пиши сюда😞@USERNAME_REDACTED

❗️❗️❗️❗️❗️
🟡 Автоматическая реклама 24/7
❤️ Привлекаем клиентов в любое время дня и ночи
💟 Охват вашей аудитории без переплаты по 300 к чатов

🤩🤩🤩🤩
⚡️ Реальные и активные пользователи
⚡️ Ниши: ПРАВА, ШОПЫ, 
       🔠🔠🔠🔠🔠🔠 и  другие
⚡️ Помощь в составлении текста


ПИШИ ""ХОЧУ""🟣@USERNAME_REDACTED",spam,0,1
78,2025-05-13T23:22:37,"🏐Рассылка по  300 к чатам🏐
ПОТОК КЛИЕНТОВ БЕЗ ЛИШНИХ УСИЛИЙ
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴

❕Заливаем целевую аудиторию в группы/чаты/каналы или рассылка по целевой, активной аудитории

                             ⬇️⬇️⬇️⬇️⬇️⬇️
Пиши сюда😞@USERNAME_REDACTED

❗️❗️❗️❗️❗️
🟡 Автоматическая реклама 24/7
❤️ Привлекаем клиентов в любое время дня и ночи
💟 Охват вашей аудитории без переплаты по 300 к чатов

🤩🤩🤩🤩
⚡️ Реальные и активные пользователи
⚡️ Ниши: ПРАВА, ШОПЫ, 
       🔠🔠🔠🔠🔠🔠 и  другие
⚡️ Помощь в составлении текста


ПИШИ ""ХОЧУ""🟣@USERNAME_REDACTED",spam,0,1
79,2025-05-14T23:37:21,"Заработок на дому.
От 8000 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",spam,0,0
80,2025-05-14T23:37:21,"Заработок на дому.
От 8000 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",spam,0,0
81,2025-05-16T17:00:44,"Заработок на дому.
От 8000 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",spam,0,0
82,2025-05-17T21:37:47,"СРОЧНО требуется 1-3 человека на удалённую деятельность, все с телефона или пк, 1100 долларов  в неделю, легально и стабильно!!!
Пишите  "" + "" в ЛС.",spam,0,0
83,2025-05-19T09:59:10,"В поиске пaртнёpa для сотpyдничecтва в сфepe сrурto на постоянной основе 
С моей стороны информация о безопасных и выгoдныx cдeлкaх - с вашей % от peзyльтата
Нужно уделять час в день из любой точки мира 
Дoxoдность от 2000$ в неделю и выше 
Опыт не обязателен , oбyчаю 
В ожидании ваших вопpoсов",spam,0,0
84,2025-05-19T10:07:48,⁢f⁢r⁢e⁢e⁢ ⁢N⁢F⁢T⁢ ⁢d⁢o⁢n⁢t⁢ ⁢s⁢l⁢e⁢e⁢p⁢ ⁢⁢d⁢e⁢g⁢e⁢n⁢⁢s⁢  https://belfy.world/,spam,0,1
85,2025-05-20T19:30:19,"Простой принцип: ты получаешь результат — делим 80/20.
Никаких входов и переводов. Всё у тебя под контролем.
Пиши — покажу пошагово.",spam,0,0
86,2025-05-21T13:56:42,"Заработок на дому.
От 6 500 рублей в день. 
Возраст от 18 лет.
Пишите - @USERNAME_REDACTED",spam,0,0
90,2025-05-28T22:48:30,"🚀Работа на дому🚀
Возраст строго с 18 лет
9000 рублей в день.
Пишите @USERNAME_REDACTED",spam,0,0
91,2025-06-05T14:12:57,"CРOЧHO!
НУЖДАЕМСЯ В OТВЕТCТВЕHHЫХ ЛЮДЯХ
(ВОЗРАСТ OТ 18) 
OHЛАЙH СОТРУДНИЧЕСТВО
1-2 ЧАCА В ДЕHЬ -  10-15% в неделю
ОБРАЩАЙТЕСЬ В ЛИЧНЫЕ СООБЩЕНИЯ
Надо 5 человек.",spam,0,1
92,2025-06-06T18:10:36,"Доступны 3 места в стабильной сфере в качестве дополнения к основной. Получается от 150дол/день.

Пиши ""Заинтересовало"".",spam,0,0
